row_insert_order,PreviousDayDate,Symbol_Input,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,trailingEps,forwardEps,52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,totalCash,totalCashPerShare,ebitda,totalDebt,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,profitMargins,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,trailingPE,forwardPE,symbol,shortName,longName,industry,sector,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,Today_Growth,Calculated_Score,Score_Recommendation,Conservative_Invs_Recom,Conservative_Invs_Reson,Growth_Invs_Recom,Growth_Invs_Reson,Momentum_Invs_Recom,Momentum_Invs_Reson,sector_rank,industry_rank
421989,2025-10-23 16:21:04,20MICRONS.NS,411.0,,,,,,86400.0,2.0,215.45,211.32,215.45,1.25,0.59,1753315200.0,0.0718,,0.621,47009.0,47009.0,146720.0,,,,,217.69435,0.0,0.0,8872804352.0,14396187.0,35286502.0,0.55704,0.00016000001,35730326.0,121.679,1.7445081,-0.056,17.41,,-0.2789402,1.25,1753315200.0,NSI,EQUITY,312982016.0,8.87,1158744064.0,1648262016.0,81925.0,81925.0,7584476672.0,158.2,294.4,0.81602657,224.246,,,9294399488.0,37.974,263.448,-0.055,0.072,0.47068,0.12467,0.10824,0.06603,212.28,215.45,211.32,215.45,212.28,12.192418,,20MICRONS.NS,20 MICRONS LTD,20 Microns Limited,Other Industrial Metals & Mining,Basic Materials,212.27,,,,,,none,,-0.0,3.4,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<2) indicates potential for growth,,,Hold,No strong momentum,6,2
421990,2025-10-23 16:21:04,21STCENMGM.NS,10.0,,,,,,86400.0,2.0,48.74,47.16,48.74,2.5,4.15,1721952000.0,0.21280001,,0.521,3896.0,3896.0,5799.0,,,,,65.26985,0.0,0.0,496894016.0,2994810.0,10500000.0,0.6443,0.0,10685744.0,48.584,0.9725424,-0.905,-9.33,,-0.57537997,2.5,1721952000.0,NSI,EQUITY,7631000.0,0.727,-51900248.0,0.0,5872.0,5872.0,504901408.0,46.15,121.44,6.604335,52.3912,,,76450000.0,,7.277,-0.906,-0.969,-0.31516,-0.67888,0.69624,-1.28099,48.05,48.74,47.16,48.74,48.05,,,21STCENMGM.NS,21ST CENTURY MGMT SERVICE,Twentyfirst Century Management Services Limited,Capital Markets,Financial Services,47.25,,,,,,none,,-1.66,3.8,Underperform,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<1) indicates undervalued assets,,,Hold,Trading near its 52-week low (bearish momentum),2,2
421991,2025-10-23 16:21:04,360ONE.NS,1207.0,,,,,,86400.0,2.0,1160.0,1160.0,1188.4,12.0,1.02,1761523200.0,0.21700001,3.26,0.343,652187.0,652187.0,816847.0,0.07476,0.16991,-21868011520.0,-26675300352.0,1038.516,12.0,0.01020929,600256479232.0,257739070.0,404760442.0,0.17491,0.62547,406549880.0,231.141,5.10035,0.285,27.62,31.77,0.13472033,6.0,1761523200.0,NSI,EQUITY,12794300416.0,31.633,25011400704.0,137646702592.0,1081049.0,1081049.0,477172105216.0,790.5,1318.0,12.100403,1070.114,0.643,3.157,39434399744.0,147.235,100.2,0.168,0.244,0.72323,0.63425,0.60828996,0.28559,1175.4,1160.0,1160.0,1188.4,1175.4,42.68284,37.107334,360ONE.NS,360 ONE WAM LIMITED,360 One Wam Limited,Asset Management,Financial Services,1178.9,1615.0,1150.0,1344.5454,1350.0,1.45455,strong_buy,11.0,0.3,2.9,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Hold,Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Hold,No strong momentum,8,5
421992,2025-10-23 16:21:04,3IINFOLTD.NS,4552.0,,,,,,86400.0,2.0,19.2,19.08,19.38,,,1309996800.0,0.0,3.81,0.141,417892.0,417892.0,359951.0,,,,,24.02212,0.0,0.0,3284819968.0,149101386.0,169686742.0,0.14503999,0.0037599998,169686742.0,18.139,1.0584928,,2.32,,-0.28470147,14.216695,1309996800.0,NSI,EQUITY,596499968.0,3.523,311275008.0,635100032.0,431098.0,431098.0,3257985536.0,18.96,34.88,0.4546703,22.171875,,,7165599744.0,20.695,42.418,,-0.051,0.102060005,0.04344,-0.01911,0.058319997,19.17,19.2,19.08,19.38,19.17,8.275863,,3IINFOLTD.NS,3I INFOTECH LIMITED,3i Infotech Limited,Information Technology Services,Technology,19.2,,,,,,none,,0.16,2.6,Hold,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<2) indicates potential for growth,,,Hold,Trading near its 52-week low (bearish momentum),11,10
421993,2025-10-23 16:21:04,3MINDIA.NS,1213.0,,,,,,86400.0,2.0,30000.0,29555.0,30090.0,160.0,0.54,1753401600.0,0.0,,0.067,2555.0,2555.0,5543.0,,,,,29342.998,0.0,0.0,327253983232.0,2649544.0,11265070.0,0.7648,0.09478,11266992.0,1639.135,18.140665,0.131,440.89,,-0.12364441,535.0,1753401600.0,NSI,EQUITY,9327792128.0,828.028,7994844672.0,995353024.0,2505.0,2505.0,334966849536.0,25718.15,37133.75,7.289885,30091.6,,,45949538304.0,5.39,4078.937,0.131,0.143,0.40228,0.17399,0.18944,0.10808,29790.0,30000.0,29555.0,30090.0,29790.0,67.44312,46.591976,3MINDIA.NS,3M INDIA LIMITED,3M India Limited,Conglomerates,Industrials,29735.0,35610.0,35610.0,35610.0,35610.0,,none,1.0,-0.18,2.5,Buy,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum,12,8
421994,2025-10-23 16:21:04,3PLAND.NS,,,,,,,86400.0,2.0,43.99,41.56,43.99,,,,,,,6678.0,6678.0,14781.0,,,,,46.21505,,,,,,,,,,,,,,,,,NSI,EQUITY,,,,,5718.0,5718.0,,34.05,82.06,,45.226,,,,,,,,,,,,42.12,43.99,41.56,43.99,42.12,,,3PLAND.NS,3P LAND HOLDINGS LIMITED,3P Land Holdings Ltd,Unknown,Unknown,,,,,,,,,,2.6,Hold,Hold,High Beta (more volatile),,,,,3,3
421995,2025-10-23 16:21:04,5PAISA.NS,539.0,,,,,,86400.0,2.0,320.0,314.25,320.0,,,,0.0,,0.175,34931.0,34931.0,175078.0,0.02546,0.07865,,-1264254976.0,377.05676,0.0,0.0,-65495020.0,12212679.0,31239338.0,0.57308,0.21072,31304326.0,200.815,1.5691059,-0.567,15.12,15.5,-0.36494368,,,NSI,EQUITY,12819201024.0,411.006,,2905526016.0,991491.0,991491.0,9843515392.0,311.0,525.0,3.376694,354.135,6.932,6.992,2915133952.0,46.389,93.304,-0.565,-0.269,0.99968004,0.0,0.18379,0.16217,315.75,320.0,314.25,320.0,315.75,20.839947,20.329033,5PAISA.NS,5PAISA CAPITAL LIMITED,5paisa Capital Limited,Capital Markets,Financial Services,315.1,,,,,,none,,-0.21,1.8,Buy,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<2) indicates potential for growth,,,Hold,Trading near its 52-week low (bearish momentum),14,13
421996,2025-10-23 16:21:04,63MOONS.NS,378.0,,,,,,86400.0,2.0,816.0,793.0,816.0,1.2,0.15,1758067200.0,0.3854,5.9,0.56,55890.0,55890.0,121948.0,,,,,841.5465,0.0,0.0,16343947264.0,18044951.0,46078537.0,0.57987,0.0049,46738546.0,742.146,1.0725652,,5.22,,0.6914983,1.2,1758067200.0,NSI,EQUITY,20841580544.0,453.446,-2297157632.0,28480000.0,76975.0,76975.0,37203881984.0,446.05,1130.0,56.666416,899.711,,,656542016.0,0.083,14.267,,-0.214,-0.95168,0.0,-2.05535,-0.32753,803.8,816.0,793.0,816.0,803.8,152.49043,,63MOONS.NS,63 MOONS TECHNOLOGIES LTD,63 moons technologies limited,Software - Application,Technology,796.0,,,,,,none,,-0.97,2.2,Buy,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<2) indicates potential for growth,,,Hold,No strong momentum,14,9
421997,2025-10-23 16:21:04,A2ZINFRA.NS,6218.0,,,,,,86400.0,2.0,16.3,16.11,17.25,,,1316649600.0,0.0,,0.183,458725.0,458725.0,191630.0,,,,,18.1569,0.0,0.0,3754522112.0,118821456.0,176119858.0,0.37048,0.0,177380000.0,2.589,6.6589417,42.034,0.55,,-0.044211745,2.0,1316649600.0,NSI,EQUITY,51504000.0,0.275,116803504.0,916225024.0,277438.0,277438.0,3036306176.0,12.35,26.8,0.8822988,18.5434,,,3441358080.0,344.75,18.383,,0.095,0.10394,0.033940002,0.060650002,0.028199999,16.43,16.3,16.11,17.25,16.43,31.345453,,A2ZINFRA.NS,A2Z INFRA ENGINEERING LTD,A2Z Infra Engineering Limited,Engineering & Construction,Industrials,17.24,,,,,,none,,4.93,2.6,Hold,Hold,Low Beta (less volatile than the market),,,Hold,No strong momentum,11,8
421998,2025-10-23 16:21:04,AAATECH.NS,128.0,,,,,,86400.0,2.0,88.47,84.0,91.17,1.5,1.73,1756339200.0,0.5461,,0.16,138627.0,138627.0,133313.0,0.05815,0.11717,32173750.0,33768000.0,85.0108,0.0,0.0,867544768.0,4400038.0,12826800.0,0.63052,0.0,13113424.0,24.003,3.7895262,0.007,2.74,,-0.2433775,1.5,1756339200.0,NSI,EQUITY,249282000.0,19.381,34296000.0,0.0,73865.0,73865.0,1166725760.0,66.0,136.0,3.924828,84.7554,9.407,9.664,297268000.0,,23.173,0.0,0.823,0.65985,0.11537,0.14103,0.11853,86.83,88.47,84.0,91.17,86.83,33.19708,,AAATECH.NS,AAA TECHNOLOGIES LIMITED,AAA Technologies Limited,Information Technology Services,Technology,90.96,,,,,,none,,4.76,2.9,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum,9,8
